gene_symbol,outcome,method,n_iv_preharm,n_iv_postharm,n_palindromic,n_removed
DHRS9,FinnGen_GO,MR Egger,4,4,0,0
DHRS9,FinnGen_GO,Weighted median,4,4,0,0
DHRS9,FinnGen_GO,Weighted mode,4,4,0,0
DKK2,BBJ_Graves,Wald ratio,1,1,0,0
DKK2,UKB_hyperthyroid,Wald ratio,1,1,0,0
DKK2,FinnGen_GO,Wald ratio,1,1,0,0
DKK3,BBJ_Graves,Inverse variance weighted,6,3,0,3
DKK3,BBJ_Graves,MR Egger,6,3,0,3
DKK3,BBJ_Graves,Weighted median,6,3,0,3
DKK3,BBJ_Graves,Weighted mode,6,3,0,3
DKK3,UKB_hyperthyroid,Inverse variance weighted,6,6,0,0
DKK3,UKB_hyperthyroid,MR Egger,6,6,0,0
DKK3,UKB_hyperthyroid,Weighted median,6,6,0,0
DKK3,UKB_hyperthyroid,Weighted mode,6,6,0,0
DKK3,FinnGen_GO,Inverse variance weighted,6,6,0,0
DKK3,FinnGen_GO,MR Egger,6,6,0,0
DKK3,FinnGen_GO,Weighted median,6,6,0,0
DKK3,FinnGen_GO,Weighted mode,6,6,0,0
DLD,BBJ_Graves,Wald ratio,1,1,0,0
DLD,UKB_hyperthyroid,Wald ratio,1,1,0,0
DLD,FinnGen_GO,Wald ratio,1,1,0,0
DLK1,BBJ_Graves,Wald ratio,1,1,0,0
DLK1,UKB_hyperthyroid,Wald ratio,1,1,0,0
DLK1,FinnGen_GO,Wald ratio,1,1,0,0
DMKN,BBJ_Graves,Wald ratio,1,1,0,0
DMKN,UKB_hyperthyroid,Wald ratio,1,1,0,0
DMKN,FinnGen_GO,Wald ratio,1,1,0,0
DMPK,BBJ_Graves,Wald ratio,1,1,0,0
DMPK,UKB_hyperthyroid,Wald ratio,1,1,0,0
DMPK,FinnGen_GO,Wald ratio,1,1,0,0
DNAJB11,BBJ_Graves,Wald ratio,1,1,0,0
DNAJB11,UKB_hyperthyroid,Wald ratio,1,1,0,0
DNAJB11,FinnGen_GO,Wald ratio,1,1,0,0
DNASE1,UKB_hyperthyroid,Wald ratio,1,1,1,0
DNASE1,FinnGen_GO,Wald ratio,1,1,1,0
DNASE1L3,BBJ_Graves,Inverse variance weighted,2,2,0,0
DNASE1L3,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
DNASE1L3,FinnGen_GO,Inverse variance weighted,2,2,0,0
DNMT1,FinnGen_GO,Wald ratio,2,1,1,1
DNMT3A,BBJ_Graves,Wald ratio,1,1,1,0
DNMT3A,UKB_hyperthyroid,Wald ratio,1,1,1,0
DNMT3A,FinnGen_GO,Wald ratio,1,1,1,0
DNMT3B,BBJ_Graves,Wald ratio,1,1,0,0
DNMT3B,UKB_hyperthyroid,Wald ratio,1,1,0,0
DNMT3B,FinnGen_GO,Wald ratio,1,1,0,0
DNPEP,BBJ_Graves,Inverse variance weighted,2,2,0,0
DNPEP,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
DNPEP,FinnGen_GO,Inverse variance weighted,2,2,0,0
DOT1L,BBJ_Graves,Wald ratio,1,1,0,0
DOT1L,UKB_hyperthyroid,Wald ratio,1,1,0,0
DOT1L,FinnGen_GO,Wald ratio,1,1,0,0
DPEP2,BBJ_Graves,Wald ratio,5,1,0,4
DPEP2,UKB_hyperthyroid,Inverse variance weighted,5,4,0,1
DPEP2,UKB_hyperthyroid,MR Egger,5,4,0,1
DPEP2,UKB_hyperthyroid,Weighted median,5,4,0,1
DPEP2,UKB_hyperthyroid,Weighted mode,5,4,0,1
DPEP2,FinnGen_GO,Inverse variance weighted,5,4,0,1
DPEP2,FinnGen_GO,MR Egger,5,4,0,1
DPEP2,FinnGen_GO,Weighted median,5,4,0,1
DPEP2,FinnGen_GO,Weighted mode,5,4,0,1
DPEP3,BBJ_Graves,Inverse variance weighted,4,3,0,1
DPEP3,BBJ_Graves,MR Egger,4,3,0,1
DPEP3,BBJ_Graves,Weighted median,4,3,0,1
DPEP3,BBJ_Graves,Weighted mode,4,3,0,1
DPEP3,UKB_hyperthyroid,Inverse variance weighted,4,2,0,2
DPEP3,FinnGen_GO,Inverse variance weighted,4,4,0,0
DPEP3,FinnGen_GO,MR Egger,4,4,0,0
DPEP3,FinnGen_GO,Weighted median,4,4,0,0
DPEP3,FinnGen_GO,Weighted mode,4,4,0,0
DPP4,BBJ_Graves,Inverse variance weighted,2,2,0,0
DPP4,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
DPP4,FinnGen_GO,Inverse variance weighted,2,2,0,0
DPP7,BBJ_Graves,Wald ratio,1,1,0,0
DPP7,UKB_hyperthyroid,Wald ratio,1,1,0,0
DPP7,FinnGen_GO,Wald ratio,1,1,0,0
DPP8,BBJ_Graves,Wald ratio,1,1,0,0
DPP8,UKB_hyperthyroid,Wald ratio,1,1,0,0
DPP8,FinnGen_GO,Wald ratio,1,1,0,0
DPP9,BBJ_Graves,Wald ratio,1,1,0,0
DPP9,UKB_hyperthyroid,Wald ratio,1,1,0,0
DPP9,FinnGen_GO,Wald ratio,1,1,0,0
DPYD,BBJ_Graves,Inverse variance weighted,4,2,0,2
DPYD,UKB_hyperthyroid,Inverse variance weighted,4,4,1,0
DPYD,UKB_hyperthyroid,MR Egger,4,4,1,0
DPYD,UKB_hyperthyroid,Weighted median,4,4,1,0
DPYD,UKB_hyperthyroid,Weighted mode,4,4,1,0
DPYD,FinnGen_GO,Inverse variance weighted,4,4,1,0
DPYD,FinnGen_GO,MR Egger,4,4,1,0
DPYD,FinnGen_GO,Weighted median,4,4,1,0
DPYD,FinnGen_GO,Weighted mode,4,4,1,0
DRAXIN,BBJ_Graves,Inverse variance weighted,2,2,0,0
DRAXIN,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
DRAXIN,FinnGen_GO,Inverse variance weighted,2,2,0,0
DRD4,BBJ_Graves,Wald ratio,1,1,0,0
DRD4,UKB_hyperthyroid,Wald ratio,1,1,0,0
DRD4,FinnGen_GO,Wald ratio,1,1,0,0
DST,BBJ_Graves,Inverse variance weighted,2,2,0,0
DST,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
DST,FinnGen_GO,Inverse variance weighted,2,2,0,0
DSTYK,BBJ_Graves,Inverse variance weighted,6,2,0,4
DSTYK,UKB_hyperthyroid,Inverse variance weighted,6,5,0,1
DSTYK,UKB_hyperthyroid,MR Egger,6,5,0,1
DSTYK,UKB_hyperthyroid,Weighted median,6,5,0,1
DSTYK,UKB_hyperthyroid,Weighted mode,6,5,0,1
DSTYK,FinnGen_GO,Inverse variance weighted,6,5,0,1
DSTYK,FinnGen_GO,MR Egger,6,5,0,1
DSTYK,FinnGen_GO,Weighted median,6,5,0,1
DSTYK,FinnGen_GO,Weighted mode,6,5,0,1
DUSP3,BBJ_Graves,Inverse variance weighted,4,2,0,2
DUSP3,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
DUSP3,UKB_hyperthyroid,MR Egger,4,4,0,0
DUSP3,UKB_hyperthyroid,Weighted median,4,4,0,0
DUSP3,UKB_hyperthyroid,Weighted mode,4,4,0,0
DUSP3,FinnGen_GO,Inverse variance weighted,4,4,0,0
DUSP3,FinnGen_GO,MR Egger,4,4,0,0
DUSP3,FinnGen_GO,Weighted median,4,4,0,0
DUSP3,FinnGen_GO,Weighted mode,4,4,0,0
DUT,BBJ_Graves,Inverse variance weighted,4,2,1,2
DUT,UKB_hyperthyroid,Inverse variance weighted,4,4,1,0
DUT,UKB_hyperthyroid,MR Egger,4,4,1,0
DUT,UKB_hyperthyroid,Weighted median,4,4,1,0
DUT,UKB_hyperthyroid,Weighted mode,4,4,1,0
DUT,FinnGen_GO,Inverse variance weighted,4,4,1,0
DUT,FinnGen_GO,MR Egger,4,4,1,0
DUT,FinnGen_GO,Weighted median,4,4,1,0
DUT,FinnGen_GO,Weighted mode,4,4,1,0
DYRK1A,UKB_hyperthyroid,Wald ratio,1,1,0,0
DYRK1A,FinnGen_GO,Wald ratio,1,1,0,0
DYRK1B,BBJ_Graves,Wald ratio,1,1,0,0
DYRK1B,UKB_hyperthyroid,Wald ratio,1,1,0,0
DYRK1B,FinnGen_GO,Wald ratio,1,1,0,0
DYRK2,BBJ_Graves,Wald ratio,1,1,0,0
DYRK2,UKB_hyperthyroid,Wald ratio,1,1,0,0
DYRK2,FinnGen_GO,Wald ratio,1,1,0,0
DYRK4,BBJ_Graves,Inverse variance weighted,3,2,1,1
DYRK4,UKB_hyperthyroid,Inverse variance weighted,3,3,1,0
DYRK4,UKB_hyperthyroid,MR Egger,3,3,1,0
DYRK4,UKB_hyperthyroid,Weighted median,3,3,1,0
DYRK4,UKB_hyperthyroid,Weighted mode,3,3,1,0
DYRK4,FinnGen_GO,Inverse variance weighted,3,3,1,0
DYRK4,FinnGen_GO,MR Egger,3,3,1,0
DYRK4,FinnGen_GO,Weighted median,3,3,1,0
DYRK4,FinnGen_GO,Weighted mode,3,3,1,0
EBPL,BBJ_Graves,Inverse variance weighted,5,3,1,2
EBPL,BBJ_Graves,MR Egger,5,3,1,2
EBPL,BBJ_Graves,Weighted median,5,3,1,2
EBPL,BBJ_Graves,Weighted mode,5,3,1,2
EBPL,UKB_hyperthyroid,Inverse variance weighted,5,3,1,2
EBPL,UKB_hyperthyroid,MR Egger,5,3,1,2
EBPL,UKB_hyperthyroid,Weighted median,5,3,1,2
EBPL,UKB_hyperthyroid,Weighted mode,5,3,1,2
EBPL,FinnGen_GO,Inverse variance weighted,5,5,1,0
EBPL,FinnGen_GO,MR Egger,5,5,1,0
EBPL,FinnGen_GO,Weighted median,5,5,1,0
EBPL,FinnGen_GO,Weighted mode,5,5,1,0
ECE1,BBJ_Graves,Wald ratio,3,1,0,2
ECE1,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
ECE1,UKB_hyperthyroid,MR Egger,3,3,0,0
ECE1,UKB_hyperthyroid,Weighted median,3,3,0,0
ECE1,UKB_hyperthyroid,Weighted mode,3,3,0,0
ECE1,FinnGen_GO,Inverse variance weighted,3,3,0,0
ECE1,FinnGen_GO,MR Egger,3,3,0,0
ECE1,FinnGen_GO,Weighted median,3,3,0,0
ECE1,FinnGen_GO,Weighted mode,3,3,0,0
ECM1,UKB_hyperthyroid,Wald ratio,1,1,0,0
ECM1,FinnGen_GO,Wald ratio,1,1,0,0
EDAR,BBJ_Graves,Wald ratio,2,1,0,1
EDAR,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EDAR,FinnGen_GO,Inverse variance weighted,2,2,0,0
EDEM2,BBJ_Graves,Wald ratio,3,1,0,2
EDEM2,UKB_hyperthyroid,Inverse variance weighted,3,2,0,1
EDEM2,FinnGen_GO,Inverse variance weighted,3,2,0,1
EDN1,BBJ_Graves,Inverse variance weighted,2,2,0,0
EDN1,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EDN1,FinnGen_GO,Inverse variance weighted,2,2,0,0
EDN3,BBJ_Graves,Wald ratio,1,1,0,0
EDN3,UKB_hyperthyroid,Wald ratio,1,1,0,0
EDN3,FinnGen_GO,Wald ratio,1,1,0,0
EEF2,BBJ_Graves,Wald ratio,2,1,0,1
EEF2,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EEF2,FinnGen_GO,Inverse variance weighted,2,2,0,0
EFEMP2,BBJ_Graves,Inverse variance weighted,3,3,0,0
EFEMP2,BBJ_Graves,MR Egger,3,3,0,0
EFEMP2,BBJ_Graves,Weighted median,3,3,0,0
EFEMP2,BBJ_Graves,Weighted mode,3,3,0,0
EFEMP2,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
EFEMP2,UKB_hyperthyroid,MR Egger,3,3,0,0
EFEMP2,UKB_hyperthyroid,Weighted median,3,3,0,0
EFEMP2,UKB_hyperthyroid,Weighted mode,3,3,0,0
EFEMP2,FinnGen_GO,Inverse variance weighted,3,3,0,0
EFEMP2,FinnGen_GO,MR Egger,3,3,0,0
EFEMP2,FinnGen_GO,Weighted median,3,3,0,0
EFEMP2,FinnGen_GO,Weighted mode,3,3,0,0
EFNA1,UKB_hyperthyroid,Wald ratio,1,1,0,0
EFNA1,FinnGen_GO,Wald ratio,1,1,0,0
EFNA5,BBJ_Graves,Inverse variance weighted,2,2,0,0
EFNA5,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EFNA5,FinnGen_GO,Inverse variance weighted,2,2,0,0
EFTUD1,BBJ_Graves,Wald ratio,2,1,0,1
EFTUD1,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EFTUD1,FinnGen_GO,Inverse variance weighted,2,2,0,0
EFTUD2,BBJ_Graves,Wald ratio,3,1,1,2
EFTUD2,UKB_hyperthyroid,Inverse variance weighted,3,2,1,1
EFTUD2,FinnGen_GO,Wald ratio,3,1,1,2
EGF,BBJ_Graves,Wald ratio,1,1,0,0
EGF,UKB_hyperthyroid,Wald ratio,1,1,0,0
EGF,FinnGen_GO,Wald ratio,1,1,0,0
EGFL8,BBJ_Graves,Wald ratio,1,1,0,0
EGFL8,UKB_hyperthyroid,Wald ratio,1,1,0,0
EGFL8,FinnGen_GO,Wald ratio,1,1,0,0
EGLN1,BBJ_Graves,Wald ratio,1,1,0,0
EGLN1,UKB_hyperthyroid,Wald ratio,1,1,0,0
EGLN1,FinnGen_GO,Wald ratio,1,1,0,0
EGLN2,BBJ_Graves,Inverse variance weighted,4,2,0,2
EGLN2,UKB_hyperthyroid,Inverse variance weighted,4,3,2,1
EGLN2,UKB_hyperthyroid,MR Egger,4,3,2,1
EGLN2,UKB_hyperthyroid,Weighted median,4,3,2,1
EGLN2,UKB_hyperthyroid,Weighted mode,4,3,2,1
EGLN2,FinnGen_GO,Inverse variance weighted,4,4,2,0
EGLN2,FinnGen_GO,MR Egger,4,4,2,0
EGLN2,FinnGen_GO,Weighted median,4,4,2,0
EGLN2,FinnGen_GO,Weighted mode,4,4,2,0
EGLN3,BBJ_Graves,Wald ratio,2,1,1,1
EGLN3,UKB_hyperthyroid,Wald ratio,2,1,1,1
EGLN3,FinnGen_GO,Wald ratio,2,1,1,1
EHMT1,BBJ_Graves,Wald ratio,1,1,0,0
EHMT1,UKB_hyperthyroid,Wald ratio,1,1,0,0
EHMT1,FinnGen_GO,Wald ratio,1,1,0,0
EHMT2,BBJ_Graves,Wald ratio,1,1,0,0
EHMT2,UKB_hyperthyroid,Wald ratio,1,1,0,0
EHMT2,FinnGen_GO,Wald ratio,1,1,0,0
EIF2AK1,BBJ_Graves,Inverse variance weighted,3,2,0,1
EIF2AK1,UKB_hyperthyroid,Inverse variance weighted,3,3,1,0
EIF2AK1,UKB_hyperthyroid,MR Egger,3,3,1,0
EIF2AK1,UKB_hyperthyroid,Weighted median,3,3,1,0
EIF2AK1,UKB_hyperthyroid,Weighted mode,3,3,1,0
EIF2AK1,FinnGen_GO,Inverse variance weighted,3,2,0,1
EIF2AK2,BBJ_Graves,Inverse variance weighted,2,2,0,0
EIF2AK2,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EIF2AK2,FinnGen_GO,Inverse variance weighted,2,2,0,0
EIF2AK3,BBJ_Graves,Wald ratio,1,1,1,0
EIF2AK3,UKB_hyperthyroid,Wald ratio,1,1,1,0
EIF2AK3,FinnGen_GO,Wald ratio,1,1,1,0
EIF2AK4,BBJ_Graves,Inverse variance weighted,3,3,0,0
EIF2AK4,BBJ_Graves,MR Egger,3,3,0,0
EIF2AK4,BBJ_Graves,Weighted median,3,3,0,0
EIF2AK4,BBJ_Graves,Weighted mode,3,3,0,0
EIF2AK4,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
EIF2AK4,UKB_hyperthyroid,MR Egger,3,3,0,0
EIF2AK4,UKB_hyperthyroid,Weighted median,3,3,0,0
EIF2AK4,UKB_hyperthyroid,Weighted mode,3,3,0,0
EIF2AK4,FinnGen_GO,Inverse variance weighted,3,3,0,0
EIF2AK4,FinnGen_GO,MR Egger,3,3,0,0
EIF2AK4,FinnGen_GO,Weighted median,3,3,0,0
EIF2AK4,FinnGen_GO,Weighted mode,3,3,0,0
EIF4A1,BBJ_Graves,Wald ratio,1,1,0,0
EIF4A1,UKB_hyperthyroid,Wald ratio,1,1,0,0
EIF4A1,FinnGen_GO,Wald ratio,1,1,0,0
EIF4E,BBJ_Graves,Wald ratio,2,1,0,1
EIF4E,UKB_hyperthyroid,Wald ratio,2,1,0,1
EIF4E,FinnGen_GO,Wald ratio,2,1,0,1
EIF4H,BBJ_Graves,Wald ratio,1,1,0,0
EIF4H,UKB_hyperthyroid,Wald ratio,1,1,0,0
EIF4H,FinnGen_GO,Wald ratio,1,1,0,0
ELANE,UKB_hyperthyroid,Wald ratio,1,1,0,0
ELANE,FinnGen_GO,Wald ratio,1,1,0,0
ELOVL6,BBJ_Graves,Wald ratio,2,1,0,1
ELOVL6,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
ELOVL6,FinnGen_GO,Inverse variance weighted,2,2,0,0
EMC10,BBJ_Graves,Wald ratio,1,1,0,0
EMC10,UKB_hyperthyroid,Wald ratio,1,1,0,0
EMC10,FinnGen_GO,Wald ratio,1,1,0,0
EMID1,BBJ_Graves,Wald ratio,1,1,0,0
EMID1,UKB_hyperthyroid,Wald ratio,1,1,0,0
EMID1,FinnGen_GO,Wald ratio,1,1,0,0
EMILIN2,BBJ_Graves,Wald ratio,2,1,0,1
EMILIN2,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EMILIN2,FinnGen_GO,Inverse variance weighted,2,2,0,0
EMR2,BBJ_Graves,Inverse variance weighted,5,3,0,2
EMR2,BBJ_Graves,MR Egger,5,3,0,2
EMR2,BBJ_Graves,Weighted median,5,3,0,2
EMR2,BBJ_Graves,Weighted mode,5,3,0,2
EMR2,UKB_hyperthyroid,Inverse variance weighted,5,5,0,0
EMR2,UKB_hyperthyroid,MR Egger,5,5,0,0
EMR2,UKB_hyperthyroid,Weighted median,5,5,0,0
EMR2,UKB_hyperthyroid,Weighted mode,5,5,0,0
EMR2,FinnGen_GO,Inverse variance weighted,5,4,0,1
EMR2,FinnGen_GO,MR Egger,5,4,0,1
EMR2,FinnGen_GO,Weighted median,5,4,0,1
EMR2,FinnGen_GO,Weighted mode,5,4,0,1
EMR3,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
EMR3,UKB_hyperthyroid,MR Egger,4,4,0,0
EMR3,UKB_hyperthyroid,Weighted median,4,4,0,0
EMR3,UKB_hyperthyroid,Weighted mode,4,4,0,0
EMR3,FinnGen_GO,Inverse variance weighted,4,2,0,2
ENC1,BBJ_Graves,Wald ratio,5,1,0,4
ENC1,UKB_hyperthyroid,Inverse variance weighted,5,4,0,1
ENC1,UKB_hyperthyroid,MR Egger,5,4,0,1
ENC1,UKB_hyperthyroid,Weighted median,5,4,0,1
ENC1,UKB_hyperthyroid,Weighted mode,5,4,0,1
ENC1,FinnGen_GO,Inverse variance weighted,5,5,0,0
ENC1,FinnGen_GO,MR Egger,5,5,0,0
ENC1,FinnGen_GO,Weighted median,5,5,0,0
ENC1,FinnGen_GO,Weighted mode,5,5,0,0
ENDOU,BBJ_Graves,Wald ratio,1,1,0,0
ENDOU,UKB_hyperthyroid,Wald ratio,1,1,0,0
ENDOU,FinnGen_GO,Wald ratio,1,1,0,0
ENG,BBJ_Graves,Inverse variance weighted,2,2,0,0
ENG,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
ENG,FinnGen_GO,Inverse variance weighted,2,2,0,0
ENGASE,BBJ_Graves,Inverse variance weighted,3,3,0,0
ENGASE,BBJ_Graves,MR Egger,3,3,0,0
ENGASE,BBJ_Graves,Weighted median,3,3,0,0
ENGASE,BBJ_Graves,Weighted mode,3,3,0,0
ENGASE,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
ENGASE,UKB_hyperthyroid,MR Egger,3,3,0,0
ENGASE,UKB_hyperthyroid,Weighted median,3,3,0,0
ENGASE,UKB_hyperthyroid,Weighted mode,3,3,0,0
ENGASE,FinnGen_GO,Inverse variance weighted,3,3,0,0
ENGASE,FinnGen_GO,MR Egger,3,3,0,0
ENGASE,FinnGen_GO,Weighted median,3,3,0,0
ENGASE,FinnGen_GO,Weighted mode,3,3,0,0
ENHO,BBJ_Graves,Wald ratio,1,1,0,0
ENHO,UKB_hyperthyroid,Wald ratio,1,1,0,0
ENHO,FinnGen_GO,Wald ratio,1,1,0,0
ENPP1,BBJ_Graves,Wald ratio,2,1,0,1
ENPP1,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
ENPP1,FinnGen_GO,Inverse variance weighted,2,2,0,0
ENPP2,BBJ_Graves,Wald ratio,3,1,0,2
ENPP2,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
ENPP2,UKB_hyperthyroid,MR Egger,3,3,0,0
ENPP2,UKB_hyperthyroid,Weighted median,3,3,0,0
ENPP2,UKB_hyperthyroid,Weighted mode,3,3,0,0
ENPP2,FinnGen_GO,Inverse variance weighted,3,3,0,0
ENPP2,FinnGen_GO,MR Egger,3,3,0,0
ENPP2,FinnGen_GO,Weighted median,3,3,0,0
ENPP2,FinnGen_GO,Weighted mode,3,3,0,0
ENPP3,BBJ_Graves,Wald ratio,1,1,0,0
ENPP3,UKB_hyperthyroid,Wald ratio,1,1,0,0
ENPP3,FinnGen_GO,Wald ratio,1,1,0,0
ENPP5,BBJ_Graves,Wald ratio,1,1,0,0
ENPP5,UKB_hyperthyroid,Wald ratio,1,1,0,0
ENPP5,FinnGen_GO,Wald ratio,1,1,0,0
ENTPD1,BBJ_Graves,Inverse variance weighted,11,3,0,8
ENTPD1,BBJ_Graves,MR Egger,11,3,0,8
ENTPD1,BBJ_Graves,Weighted median,11,3,0,8
ENTPD1,BBJ_Graves,Weighted mode,11,3,0,8
ENTPD1,UKB_hyperthyroid,Inverse variance weighted,11,7,0,4
ENTPD1,UKB_hyperthyroid,MR Egger,11,7,0,4
ENTPD1,UKB_hyperthyroid,Weighted median,11,7,0,4
ENTPD1,UKB_hyperthyroid,Weighted mode,11,7,0,4
ENTPD1,FinnGen_GO,Inverse variance weighted,11,11,0,0
ENTPD1,FinnGen_GO,MR Egger,11,11,0,0
ENTPD1,FinnGen_GO,Weighted median,11,11,0,0
ENTPD1,FinnGen_GO,Weighted mode,11,11,0,0
ENTPD6,UKB_hyperthyroid,Inverse variance weighted,3,3,1,0
ENTPD6,UKB_hyperthyroid,MR Egger,3,3,1,0
ENTPD6,UKB_hyperthyroid,Weighted median,3,3,1,0
ENTPD6,UKB_hyperthyroid,Weighted mode,3,3,1,0
ENTPD6,FinnGen_GO,Inverse variance weighted,3,3,1,0
ENTPD6,FinnGen_GO,MR Egger,3,3,1,0
ENTPD6,FinnGen_GO,Weighted median,3,3,1,0
ENTPD6,FinnGen_GO,Weighted mode,3,3,1,0
EP300,BBJ_Graves,Wald ratio,3,1,0,2
EP300,UKB_hyperthyroid,Wald ratio,3,1,0,2
EP300,FinnGen_GO,Inverse variance weighted,3,2,0,1
EPAS1,BBJ_Graves,Inverse variance weighted,3,2,1,1
EPAS1,UKB_hyperthyroid,Inverse variance weighted,3,2,1,1
EPAS1,FinnGen_GO,Inverse variance weighted,3,2,1,1
EPDR1,BBJ_Graves,Inverse variance weighted,8,3,1,5
EPDR1,BBJ_Graves,MR Egger,8,3,1,5
EPDR1,BBJ_Graves,Weighted median,8,3,1,5
EPDR1,BBJ_Graves,Weighted mode,8,3,1,5
EPDR1,UKB_hyperthyroid,Inverse variance weighted,8,7,1,1
EPDR1,UKB_hyperthyroid,MR Egger,8,7,1,1
EPDR1,UKB_hyperthyroid,Weighted median,8,7,1,1
EPDR1,UKB_hyperthyroid,Weighted mode,8,7,1,1
EPDR1,FinnGen_GO,Inverse variance weighted,8,7,1,1
EPDR1,FinnGen_GO,MR Egger,8,7,1,1
EPDR1,FinnGen_GO,Weighted median,8,7,1,1
EPDR1,FinnGen_GO,Weighted mode,8,7,1,1
EPHA1,BBJ_Graves,Inverse variance weighted,3,2,1,1
EPHA1,UKB_hyperthyroid,Inverse variance weighted,3,3,1,0
EPHA1,UKB_hyperthyroid,MR Egger,3,3,1,0
EPHA1,UKB_hyperthyroid,Weighted median,3,3,1,0
EPHA1,UKB_hyperthyroid,Weighted mode,3,3,1,0
EPHA1,FinnGen_GO,Inverse variance weighted,3,3,1,0
EPHA1,FinnGen_GO,MR Egger,3,3,1,0
EPHA1,FinnGen_GO,Weighted median,3,3,1,0
EPHA1,FinnGen_GO,Weighted mode,3,3,1,0
EPHA10,BBJ_Graves,Wald ratio,1,1,0,0
EPHA10,UKB_hyperthyroid,Wald ratio,1,1,0,0
EPHA10,FinnGen_GO,Wald ratio,1,1,0,0
EPHA4,BBJ_Graves,Wald ratio,5,1,1,4
EPHA4,UKB_hyperthyroid,Inverse variance weighted,5,4,1,1
EPHA4,UKB_hyperthyroid,MR Egger,5,4,1,1
EPHA4,UKB_hyperthyroid,Weighted median,5,4,1,1
EPHA4,UKB_hyperthyroid,Weighted mode,5,4,1,1
EPHA4,FinnGen_GO,Inverse variance weighted,5,3,1,2
EPHA4,FinnGen_GO,MR Egger,5,3,1,2
EPHA4,FinnGen_GO,Weighted median,5,3,1,2
EPHA4,FinnGen_GO,Weighted mode,5,3,1,2
EPHB1,BBJ_Graves,Inverse variance weighted,4,3,1,1
EPHB1,BBJ_Graves,MR Egger,4,3,1,1
EPHB1,BBJ_Graves,Weighted median,4,3,1,1
EPHB1,BBJ_Graves,Weighted mode,4,3,1,1
EPHB1,UKB_hyperthyroid,Inverse variance weighted,4,3,1,1
EPHB1,UKB_hyperthyroid,MR Egger,4,3,1,1
EPHB1,UKB_hyperthyroid,Weighted median,4,3,1,1
EPHB1,UKB_hyperthyroid,Weighted mode,4,3,1,1
EPHB1,FinnGen_GO,Inverse variance weighted,4,3,1,1
EPHB1,FinnGen_GO,MR Egger,4,3,1,1
EPHB1,FinnGen_GO,Weighted median,4,3,1,1
EPHB1,FinnGen_GO,Weighted mode,4,3,1,1
EPHB2,BBJ_Graves,Wald ratio,1,1,0,0
EPHB2,UKB_hyperthyroid,Wald ratio,1,1,0,0
EPHB2,FinnGen_GO,Wald ratio,1,1,0,0
EPHB3,BBJ_Graves,Inverse variance weighted,2,2,0,0
EPHB3,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
EPHB3,FinnGen_GO,Inverse variance weighted,2,2,0,0
EPHB4,BBJ_Graves,Inverse variance weighted,7,3,1,4
EPHB4,BBJ_Graves,MR Egger,7,3,1,4
EPHB4,BBJ_Graves,Weighted median,7,3,1,4
EPHB4,BBJ_Graves,Weighted mode,7,3,1,4
EPHB4,UKB_hyperthyroid,Inverse variance weighted,7,5,1,2
EPHB4,UKB_hyperthyroid,MR Egger,7,5,1,2
EPHB4,UKB_hyperthyroid,Weighted median,7,5,1,2
EPHB4,UKB_hyperthyroid,Weighted mode,7,5,1,2
EPHB4,FinnGen_GO,Inverse variance weighted,7,6,1,1
EPHB4,FinnGen_GO,MR Egger,7,6,1,1
EPHB4,FinnGen_GO,Weighted median,7,6,1,1
EPHB4,FinnGen_GO,Weighted mode,7,6,1,1
EPHB6,BBJ_Graves,Inverse variance weighted,3,2,1,1
EPHB6,UKB_hyperthyroid,Inverse variance weighted,3,3,1,0
EPHB6,UKB_hyperthyroid,MR Egger,3,3,1,0
EPHB6,UKB_hyperthyroid,Weighted median,3,3,1,0
EPHB6,UKB_hyperthyroid,Weighted mode,3,3,1,0
EPHB6,FinnGen_GO,Inverse variance weighted,3,3,1,0
EPHB6,FinnGen_GO,MR Egger,3,3,1,0
EPHB6,FinnGen_GO,Weighted median,3,3,1,0
EPHB6,FinnGen_GO,Weighted mode,3,3,1,0
EPHX1,BBJ_Graves,Inverse variance weighted,2,2,1,0
