gene_symbol,outcome,method,n_iv_preharm,n_iv_postharm,n_palindromic,n_removed
PSMB4,BBJ_Graves,Wald ratio,1,1,0,0
PSMB4,UKB_hyperthyroid,Wald ratio,1,1,0,0
PSMB4,FinnGen_GO,Wald ratio,1,1,0,0
PSMB5,BBJ_Graves,Wald ratio,3,1,0,2
PSMB5,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PSMB5,UKB_hyperthyroid,MR Egger,3,3,0,0
PSMB5,UKB_hyperthyroid,Weighted median,3,3,0,0
PSMB5,UKB_hyperthyroid,Weighted mode,3,3,0,0
PSMB5,FinnGen_GO,Inverse variance weighted,3,3,0,0
PSMB5,FinnGen_GO,MR Egger,3,3,0,0
PSMB5,FinnGen_GO,Weighted median,3,3,0,0
PSMB5,FinnGen_GO,Weighted mode,3,3,0,0
PSMB6,BBJ_Graves,Wald ratio,1,1,0,0
PSMB6,UKB_hyperthyroid,Wald ratio,1,1,0,0
PSMB6,FinnGen_GO,Wald ratio,1,1,0,0
PSMB7,BBJ_Graves,Inverse variance weighted,2,2,0,0
PSMB7,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PSMB7,FinnGen_GO,Wald ratio,2,1,0,1
PSMB8,BBJ_Graves,Wald ratio,1,1,0,0
PSMB8,UKB_hyperthyroid,Wald ratio,1,1,0,0
PSMB8,FinnGen_GO,Wald ratio,1,1,0,0
PSMB9,BBJ_Graves,Inverse variance weighted,2,2,0,0
PSMB9,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PSMB9,FinnGen_GO,Inverse variance weighted,2,2,0,0
PSMG3,BBJ_Graves,Wald ratio,2,1,0,1
PSMG3,UKB_hyperthyroid,Inverse variance weighted,2,2,1,0
PSMG3,FinnGen_GO,Inverse variance weighted,2,2,1,0
PTAFR,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTAFR,FinnGen_GO,Wald ratio,1,1,0,0
PTGDR,BBJ_Graves,Inverse variance weighted,4,2,0,2
PTGDR,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
PTGDR,UKB_hyperthyroid,MR Egger,4,4,0,0
PTGDR,UKB_hyperthyroid,Weighted median,4,4,0,0
PTGDR,UKB_hyperthyroid,Weighted mode,4,4,0,0
PTGDR,FinnGen_GO,Inverse variance weighted,4,4,0,0
PTGDR,FinnGen_GO,MR Egger,4,4,0,0
PTGDR,FinnGen_GO,Weighted median,4,4,0,0
PTGDR,FinnGen_GO,Weighted mode,4,4,0,0
PTGDR2,BBJ_Graves,Wald ratio,1,1,0,0
PTGDR2,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTGDR2,FinnGen_GO,Wald ratio,1,1,0,0
PTGDS,BBJ_Graves,Wald ratio,1,1,0,0
PTGDS,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTGDS,FinnGen_GO,Wald ratio,1,1,0,0
PTGER2,BBJ_Graves,Inverse variance weighted,3,2,0,1
PTGER2,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTGER2,UKB_hyperthyroid,MR Egger,3,3,0,0
PTGER2,UKB_hyperthyroid,Weighted median,3,3,0,0
PTGER2,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTGER2,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTGER2,FinnGen_GO,MR Egger,3,3,0,0
PTGER2,FinnGen_GO,Weighted median,3,3,0,0
PTGER2,FinnGen_GO,Weighted mode,3,3,0,0
PTGER4,BBJ_Graves,Inverse variance weighted,3,2,0,1
PTGER4,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTGER4,UKB_hyperthyroid,MR Egger,3,3,0,0
PTGER4,UKB_hyperthyroid,Weighted median,3,3,0,0
PTGER4,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTGER4,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTGER4,FinnGen_GO,MR Egger,3,3,0,0
PTGER4,FinnGen_GO,Weighted median,3,3,0,0
PTGER4,FinnGen_GO,Weighted mode,3,3,0,0
PTGES,UKB_hyperthyroid,Inverse variance weighted,5,5,0,0
PTGES,UKB_hyperthyroid,MR Egger,5,5,0,0
PTGES,UKB_hyperthyroid,Weighted median,5,5,0,0
PTGES,UKB_hyperthyroid,Weighted mode,5,5,0,0
PTGES,FinnGen_GO,Inverse variance weighted,5,5,0,0
PTGES,FinnGen_GO,MR Egger,5,5,0,0
PTGES,FinnGen_GO,Weighted median,5,5,0,0
PTGES,FinnGen_GO,Weighted mode,5,5,0,0
PTGFR,BBJ_Graves,Inverse variance weighted,3,3,0,0
PTGFR,BBJ_Graves,MR Egger,3,3,0,0
PTGFR,BBJ_Graves,Weighted median,3,3,0,0
PTGFR,BBJ_Graves,Weighted mode,3,3,0,0
PTGFR,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTGFR,UKB_hyperthyroid,MR Egger,3,3,0,0
PTGFR,UKB_hyperthyroid,Weighted median,3,3,0,0
PTGFR,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTGFR,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTGFR,FinnGen_GO,MR Egger,3,3,0,0
PTGFR,FinnGen_GO,Weighted median,3,3,0,0
PTGFR,FinnGen_GO,Weighted mode,3,3,0,0
PTGFRN,BBJ_Graves,Wald ratio,2,1,0,1
PTGFRN,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTGFRN,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTGIR,BBJ_Graves,Wald ratio,2,1,0,1
PTGIR,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTGIR,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTGS1,BBJ_Graves,Wald ratio,2,1,0,1
PTGS1,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTGS1,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTGS2,BBJ_Graves,Inverse variance weighted,3,3,0,0
PTGS2,BBJ_Graves,MR Egger,3,3,0,0
PTGS2,BBJ_Graves,Weighted median,3,3,0,0
PTGS2,BBJ_Graves,Weighted mode,3,3,0,0
PTGS2,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTGS2,UKB_hyperthyroid,MR Egger,3,3,0,0
PTGS2,UKB_hyperthyroid,Weighted median,3,3,0,0
PTGS2,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTGS2,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTGS2,FinnGen_GO,MR Egger,3,3,0,0
PTGS2,FinnGen_GO,Weighted median,3,3,0,0
PTGS2,FinnGen_GO,Weighted mode,3,3,0,0
PTH2R,BBJ_Graves,Inverse variance weighted,2,2,0,0
PTH2R,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTH2R,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTK2,BBJ_Graves,Inverse variance weighted,3,3,0,0
PTK2,BBJ_Graves,MR Egger,3,3,0,0
PTK2,BBJ_Graves,Weighted median,3,3,0,0
PTK2,BBJ_Graves,Weighted mode,3,3,0,0
PTK2,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTK2,UKB_hyperthyroid,MR Egger,3,3,0,0
PTK2,UKB_hyperthyroid,Weighted median,3,3,0,0
PTK2,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTK2,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTK2,FinnGen_GO,MR Egger,3,3,0,0
PTK2,FinnGen_GO,Weighted median,3,3,0,0
PTK2,FinnGen_GO,Weighted mode,3,3,0,0
PTK2B,BBJ_Graves,Inverse variance weighted,3,2,0,1
PTK2B,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTK2B,UKB_hyperthyroid,MR Egger,3,3,0,0
PTK2B,UKB_hyperthyroid,Weighted median,3,3,0,0
PTK2B,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTK2B,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTK2B,FinnGen_GO,MR Egger,3,3,0,0
PTK2B,FinnGen_GO,Weighted median,3,3,0,0
PTK2B,FinnGen_GO,Weighted mode,3,3,0,0
PTK6,BBJ_Graves,Inverse variance weighted,2,2,0,0
PTK6,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTK6,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTK7,BBJ_Graves,Wald ratio,2,1,0,1
PTK7,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTK7,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTP4A1,BBJ_Graves,Wald ratio,4,1,1,3
PTP4A1,UKB_hyperthyroid,Inverse variance weighted,4,3,1,1
PTP4A1,UKB_hyperthyroid,MR Egger,4,3,1,1
PTP4A1,UKB_hyperthyroid,Weighted median,4,3,1,1
PTP4A1,UKB_hyperthyroid,Weighted mode,4,3,1,1
PTP4A1,FinnGen_GO,Inverse variance weighted,4,4,1,0
PTP4A1,FinnGen_GO,MR Egger,4,4,1,0
PTP4A1,FinnGen_GO,Weighted median,4,4,1,0
PTP4A1,FinnGen_GO,Weighted mode,4,4,1,0
PTP4A2,BBJ_Graves,Wald ratio,1,1,0,0
PTP4A2,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTP4A2,FinnGen_GO,Wald ratio,1,1,0,0
PTPN1,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTPN11,BBJ_Graves,Wald ratio,1,1,1,0
PTPN11,UKB_hyperthyroid,Wald ratio,1,1,1,0
PTPN11,FinnGen_GO,Wald ratio,1,1,1,0
PTPN12,BBJ_Graves,Inverse variance weighted,3,2,0,1
PTPN12,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PTPN12,UKB_hyperthyroid,MR Egger,3,3,0,0
PTPN12,UKB_hyperthyroid,Weighted median,3,3,0,0
PTPN12,UKB_hyperthyroid,Weighted mode,3,3,0,0
PTPN12,FinnGen_GO,Inverse variance weighted,3,3,0,0
PTPN12,FinnGen_GO,MR Egger,3,3,0,0
PTPN12,FinnGen_GO,Weighted median,3,3,0,0
PTPN12,FinnGen_GO,Weighted mode,3,3,0,0
PTPN13,BBJ_Graves,Wald ratio,1,1,0,0
PTPN13,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTPN13,FinnGen_GO,Wald ratio,1,1,0,0
PTPN2,BBJ_Graves,Inverse variance weighted,2,2,0,0
PTPN2,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTPN2,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTPN22,BBJ_Graves,Wald ratio,2,1,0,1
PTPN22,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTPN22,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTPN7,BBJ_Graves,Inverse variance weighted,4,2,0,2
PTPN7,UKB_hyperthyroid,Inverse variance weighted,4,3,0,1
PTPN7,UKB_hyperthyroid,MR Egger,4,3,0,1
PTPN7,UKB_hyperthyroid,Weighted median,4,3,0,1
PTPN7,UKB_hyperthyroid,Weighted mode,4,3,0,1
PTPN7,FinnGen_GO,Inverse variance weighted,4,3,0,1
PTPN7,FinnGen_GO,MR Egger,4,3,0,1
PTPN7,FinnGen_GO,Weighted median,4,3,0,1
PTPN7,FinnGen_GO,Weighted mode,4,3,0,1
PTPRA,BBJ_Graves,Wald ratio,1,1,0,0
PTPRA,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTPRA,FinnGen_GO,Wald ratio,1,1,0,0
PTPRB,BBJ_Graves,Inverse variance weighted,2,2,0,0
PTPRB,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTPRB,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTPRC,BBJ_Graves,Wald ratio,2,1,0,1
PTPRC,UKB_hyperthyroid,Wald ratio,2,1,0,1
PTPRC,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTPRF,BBJ_Graves,Wald ratio,1,1,0,0
PTPRF,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTPRF,FinnGen_GO,Wald ratio,1,1,0,0
PTPRG,BBJ_Graves,Wald ratio,2,1,0,1
PTPRG,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTPRG,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTPRJ,BBJ_Graves,Wald ratio,1,1,0,0
PTPRJ,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTPRJ,FinnGen_GO,Wald ratio,1,1,0,0
PTPRN,BBJ_Graves,Inverse variance weighted,2,2,0,0
PTPRN,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PTPRN,FinnGen_GO,Inverse variance weighted,2,2,0,0
PTPRS,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTX3,UKB_hyperthyroid,Wald ratio,1,1,0,0
PTX3,FinnGen_GO,Wald ratio,1,1,0,0
PVR,BBJ_Graves,Wald ratio,2,1,0,1
PVR,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
PVR,FinnGen_GO,Inverse variance weighted,2,2,0,0
PVRL1,BBJ_Graves,Wald ratio,1,1,0,0
PVRL1,UKB_hyperthyroid,Wald ratio,1,1,0,0
PVRL1,FinnGen_GO,Wald ratio,1,1,0,0
PVRL2,BBJ_Graves,Inverse variance weighted,5,2,0,3
PVRL2,UKB_hyperthyroid,Inverse variance weighted,5,5,0,0
PVRL2,UKB_hyperthyroid,MR Egger,5,5,0,0
PVRL2,UKB_hyperthyroid,Weighted median,5,5,0,0
PVRL2,UKB_hyperthyroid,Weighted mode,5,5,0,0
PVRL2,FinnGen_GO,Inverse variance weighted,5,5,0,0
PVRL2,FinnGen_GO,MR Egger,5,5,0,0
PVRL2,FinnGen_GO,Weighted median,5,5,0,0
PVRL2,FinnGen_GO,Weighted mode,5,5,0,0
PVRL3,BBJ_Graves,Inverse variance weighted,3,2,0,1
PVRL3,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
PVRL3,UKB_hyperthyroid,MR Egger,3,3,0,0
PVRL3,UKB_hyperthyroid,Weighted median,3,3,0,0
PVRL3,UKB_hyperthyroid,Weighted mode,3,3,0,0
PVRL3,FinnGen_GO,Inverse variance weighted,3,3,0,0
PVRL3,FinnGen_GO,MR Egger,3,3,0,0
PVRL3,FinnGen_GO,Weighted median,3,3,0,0
PVRL3,FinnGen_GO,Weighted mode,3,3,0,0
PXDN,BBJ_Graves,Inverse variance weighted,6,2,0,4
PXDN,UKB_hyperthyroid,Inverse variance weighted,6,3,0,3
PXDN,UKB_hyperthyroid,MR Egger,6,3,0,3
PXDN,UKB_hyperthyroid,Weighted median,6,3,0,3
PXDN,UKB_hyperthyroid,Weighted mode,6,3,0,3
PXDN,FinnGen_GO,Inverse variance weighted,6,5,0,1
PXDN,FinnGen_GO,MR Egger,6,5,0,1
PXDN,FinnGen_GO,Weighted median,6,5,0,1
PXDN,FinnGen_GO,Weighted mode,6,5,0,1
PXDNL,BBJ_Graves,Wald ratio,1,1,0,0
PXDNL,UKB_hyperthyroid,Wald ratio,1,1,0,0
PXDNL,FinnGen_GO,Wald ratio,1,1,0,0
PYGL,BBJ_Graves,Wald ratio,2,1,0,1
PYGL,UKB_hyperthyroid,Wald ratio,2,1,0,1
PYGL,FinnGen_GO,Inverse variance weighted,2,2,0,0
PZP,BBJ_Graves,Inverse variance weighted,4,3,0,1
PZP,BBJ_Graves,MR Egger,4,3,0,1
PZP,BBJ_Graves,Weighted median,4,3,0,1
PZP,BBJ_Graves,Weighted mode,4,3,0,1
PZP,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
PZP,UKB_hyperthyroid,MR Egger,4,4,0,0
PZP,UKB_hyperthyroid,Weighted median,4,4,0,0
PZP,UKB_hyperthyroid,Weighted mode,4,4,0,0
PZP,FinnGen_GO,Inverse variance weighted,4,4,0,0
PZP,FinnGen_GO,MR Egger,4,4,0,0
PZP,FinnGen_GO,Weighted median,4,4,0,0
PZP,FinnGen_GO,Weighted mode,4,4,0,0
QDPR,BBJ_Graves,Inverse variance weighted,5,4,0,1
QDPR,BBJ_Graves,MR Egger,5,4,0,1
QDPR,BBJ_Graves,Weighted median,5,4,0,1
QDPR,BBJ_Graves,Weighted mode,5,4,0,1
QDPR,UKB_hyperthyroid,Inverse variance weighted,5,5,0,0
QDPR,UKB_hyperthyroid,MR Egger,5,5,0,0
QDPR,UKB_hyperthyroid,Weighted median,5,5,0,0
QDPR,UKB_hyperthyroid,Weighted mode,5,5,0,0
QDPR,FinnGen_GO,Inverse variance weighted,5,5,0,0
QDPR,FinnGen_GO,MR Egger,5,5,0,0
QDPR,FinnGen_GO,Weighted median,5,5,0,0
QDPR,FinnGen_GO,Weighted mode,5,5,0,0
QPCT,BBJ_Graves,Inverse variance weighted,2,2,0,0
QPCT,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
QPCT,FinnGen_GO,Inverse variance weighted,2,2,0,0
QSOX1,BBJ_Graves,Inverse variance weighted,4,3,0,1
QSOX1,BBJ_Graves,MR Egger,4,3,0,1
QSOX1,BBJ_Graves,Weighted median,4,3,0,1
QSOX1,BBJ_Graves,Weighted mode,4,3,0,1
QSOX1,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
QSOX1,UKB_hyperthyroid,MR Egger,4,4,0,0
QSOX1,UKB_hyperthyroid,Weighted median,4,4,0,0
QSOX1,UKB_hyperthyroid,Weighted mode,4,4,0,0
QSOX1,FinnGen_GO,Inverse variance weighted,4,3,0,1
QSOX1,FinnGen_GO,MR Egger,4,3,0,1
QSOX1,FinnGen_GO,Weighted median,4,3,0,1
QSOX1,FinnGen_GO,Weighted mode,4,3,0,1
QSOX2,UKB_hyperthyroid,Wald ratio,1,1,0,0
QSOX2,FinnGen_GO,Wald ratio,1,1,0,0
RAB35,UKB_hyperthyroid,Wald ratio,1,1,1,0
RAB35,FinnGen_GO,Wald ratio,1,1,1,0
RAD51,UKB_hyperthyroid,Wald ratio,1,1,0,0
RAD51,FinnGen_GO,Wald ratio,1,1,0,0
RAF1,BBJ_Graves,Wald ratio,1,1,0,0
RAF1,UKB_hyperthyroid,Wald ratio,1,1,0,0
RAF1,FinnGen_GO,Wald ratio,1,1,0,0
RAMP1,BBJ_Graves,Inverse variance weighted,3,3,0,0
RAMP1,BBJ_Graves,MR Egger,3,3,0,0
RAMP1,BBJ_Graves,Weighted median,3,3,0,0
RAMP1,BBJ_Graves,Weighted mode,3,3,0,0
RAMP1,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
RAMP1,UKB_hyperthyroid,MR Egger,3,3,0,0
RAMP1,UKB_hyperthyroid,Weighted median,3,3,0,0
RAMP1,UKB_hyperthyroid,Weighted mode,3,3,0,0
RAMP1,FinnGen_GO,Inverse variance weighted,3,3,0,0
RAMP1,FinnGen_GO,MR Egger,3,3,0,0
RAMP1,FinnGen_GO,Weighted median,3,3,0,0
RAMP1,FinnGen_GO,Weighted mode,3,3,0,0
RAMP3,BBJ_Graves,Wald ratio,1,1,0,0
RAMP3,UKB_hyperthyroid,Wald ratio,1,1,0,0
RAMP3,FinnGen_GO,Wald ratio,1,1,0,0
RANBP2,UKB_hyperthyroid,Wald ratio,1,1,0,0
RANBP2,FinnGen_GO,Wald ratio,1,1,0,0
RARA,BBJ_Graves,Wald ratio,1,1,0,0
RARA,UKB_hyperthyroid,Wald ratio,1,1,0,0
RARA,FinnGen_GO,Wald ratio,1,1,0,0
RARB,BBJ_Graves,Wald ratio,1,1,1,0
RARB,UKB_hyperthyroid,Wald ratio,1,1,1,0
RARB,FinnGen_GO,Wald ratio,1,1,1,0
RARG,BBJ_Graves,Wald ratio,1,1,1,0
RARG,UKB_hyperthyroid,Wald ratio,1,1,1,0
RARG,FinnGen_GO,Wald ratio,1,1,1,0
RASGRP3,BBJ_Graves,Inverse variance weighted,2,2,0,0
RASGRP3,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RASGRP3,FinnGen_GO,Inverse variance weighted,2,2,0,0
RB1,BBJ_Graves,Wald ratio,1,1,0,0
RB1,UKB_hyperthyroid,Wald ratio,1,1,0,0
RB1,FinnGen_GO,Wald ratio,1,1,0,0
RBBP9,BBJ_Graves,Inverse variance weighted,2,2,0,0
RBBP9,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RBBP9,FinnGen_GO,Inverse variance weighted,2,2,0,0
RCE1,UKB_hyperthyroid,Wald ratio,1,1,0,0
RCE1,FinnGen_GO,Wald ratio,1,1,0,0
RECQL,BBJ_Graves,Inverse variance weighted,2,2,1,0
RECQL,UKB_hyperthyroid,Inverse variance weighted,2,2,1,0
RECQL,FinnGen_GO,Inverse variance weighted,2,2,1,0
RELA,BBJ_Graves,Wald ratio,1,1,0,0
RELA,UKB_hyperthyroid,Wald ratio,1,1,0,0
RELA,FinnGen_GO,Wald ratio,1,1,0,0
RELT,BBJ_Graves,Inverse variance weighted,3,2,0,1
RELT,UKB_hyperthyroid,Inverse variance weighted,3,2,0,1
RELT,FinnGen_GO,Inverse variance weighted,3,2,0,1
RET,BBJ_Graves,Wald ratio,1,1,0,0
RET,UKB_hyperthyroid,Wald ratio,1,1,0,0
RET,FinnGen_GO,Wald ratio,1,1,0,0
RETN,BBJ_Graves,Wald ratio,3,1,0,2
RETN,UKB_hyperthyroid,Inverse variance weighted,3,3,0,0
RETN,UKB_hyperthyroid,MR Egger,3,3,0,0
RETN,UKB_hyperthyroid,Weighted median,3,3,0,0
RETN,UKB_hyperthyroid,Weighted mode,3,3,0,0
RETN,FinnGen_GO,Inverse variance weighted,3,3,0,0
RETN,FinnGen_GO,MR Egger,3,3,0,0
RETN,FinnGen_GO,Weighted median,3,3,0,0
RETN,FinnGen_GO,Weighted mode,3,3,0,0
REV3L,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
REV3L,FinnGen_GO,Inverse variance weighted,2,2,0,0
RGS12,BBJ_Graves,Wald ratio,5,1,0,4
RGS12,UKB_hyperthyroid,Inverse variance weighted,5,5,0,0
RGS12,UKB_hyperthyroid,MR Egger,5,5,0,0
RGS12,UKB_hyperthyroid,Weighted median,5,5,0,0
RGS12,UKB_hyperthyroid,Weighted mode,5,5,0,0
RGS12,FinnGen_GO,Inverse variance weighted,5,5,0,0
RGS12,FinnGen_GO,MR Egger,5,5,0,0
RGS12,FinnGen_GO,Weighted median,5,5,0,0
RGS12,FinnGen_GO,Weighted mode,5,5,0,0
RHCE,BBJ_Graves,Wald ratio,1,1,0,0
RHCE,UKB_hyperthyroid,Wald ratio,1,1,0,0
RHCE,FinnGen_GO,Wald ratio,1,1,0,0
RHD,UKB_hyperthyroid,Inverse variance weighted,11,4,0,7
RHD,UKB_hyperthyroid,MR Egger,11,4,0,7
RHD,UKB_hyperthyroid,Weighted median,11,4,0,7
RHD,UKB_hyperthyroid,Weighted mode,11,4,0,7
RHD,FinnGen_GO,Inverse variance weighted,11,5,0,6
RHD,FinnGen_GO,MR Egger,11,5,0,6
RHD,FinnGen_GO,Weighted median,11,5,0,6
RHD,FinnGen_GO,Weighted mode,11,5,0,6
RIOK1,BBJ_Graves,Wald ratio,1,1,0,0
RIOK1,UKB_hyperthyroid,Wald ratio,1,1,0,0
RIOK1,FinnGen_GO,Wald ratio,1,1,0,0
RIOK2,BBJ_Graves,Wald ratio,2,1,0,1
RIOK2,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RIOK2,FinnGen_GO,Inverse variance weighted,2,2,0,0
RIOK3,BBJ_Graves,Wald ratio,1,1,0,0
RIOK3,UKB_hyperthyroid,Wald ratio,1,1,0,0
RIOK3,FinnGen_GO,Wald ratio,1,1,0,0
RIPK1,BBJ_Graves,Inverse variance weighted,2,2,0,0
RIPK1,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RIPK1,FinnGen_GO,Inverse variance weighted,2,2,0,0
RIPK2,BBJ_Graves,Inverse variance weighted,2,2,0,0
RIPK2,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RIPK2,FinnGen_GO,Inverse variance weighted,2,2,0,0
RIPK3,BBJ_Graves,Inverse variance weighted,2,2,0,0
RIPK3,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RIPK3,FinnGen_GO,Inverse variance weighted,2,2,0,0
RIPK4,BBJ_Graves,Inverse variance weighted,2,2,0,0
RIPK4,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RIPK4,FinnGen_GO,Inverse variance weighted,2,2,0,0
RLN1,BBJ_Graves,Wald ratio,2,1,1,1
RLN1,UKB_hyperthyroid,Wald ratio,2,1,1,1
RLN2,UKB_hyperthyroid,Inverse variance weighted,2,2,1,0
RLN2,FinnGen_GO,Inverse variance weighted,2,2,1,0
RNASE1,BBJ_Graves,Inverse variance weighted,2,2,0,0
RNASE1,UKB_hyperthyroid,Inverse variance weighted,2,2,0,0
RNASE1,FinnGen_GO,Inverse variance weighted,2,2,0,0
RNASE2,BBJ_Graves,Inverse variance weighted,4,4,0,0
RNASE2,BBJ_Graves,MR Egger,4,4,0,0
RNASE2,BBJ_Graves,Weighted median,4,4,0,0
RNASE2,BBJ_Graves,Weighted mode,4,4,0,0
RNASE2,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
RNASE2,UKB_hyperthyroid,MR Egger,4,4,0,0
RNASE2,UKB_hyperthyroid,Weighted median,4,4,0,0
RNASE2,UKB_hyperthyroid,Weighted mode,4,4,0,0
RNASE2,FinnGen_GO,Inverse variance weighted,4,4,0,0
RNASE2,FinnGen_GO,MR Egger,4,4,0,0
RNASE2,FinnGen_GO,Weighted median,4,4,0,0
RNASE2,FinnGen_GO,Weighted mode,4,4,0,0
RNASE3,BBJ_Graves,Inverse variance weighted,4,4,0,0
RNASE3,BBJ_Graves,MR Egger,4,4,0,0
RNASE3,BBJ_Graves,Weighted median,4,4,0,0
RNASE3,BBJ_Graves,Weighted mode,4,4,0,0
RNASE3,UKB_hyperthyroid,Inverse variance weighted,4,4,0,0
RNASE3,UKB_hyperthyroid,MR Egger,4,4,0,0
RNASE3,UKB_hyperthyroid,Weighted median,4,4,0,0
RNASE3,UKB_hyperthyroid,Weighted mode,4,4,0,0
RNASE3,FinnGen_GO,Inverse variance weighted,4,4,0,0
RNASE3,FinnGen_GO,MR Egger,4,4,0,0
RNASE3,FinnGen_GO,Weighted median,4,4,0,0
RNASE3,FinnGen_GO,Weighted mode,4,4,0,0
RNASE6,BBJ_Graves,Inverse variance weighted,4,2,1,2
RNASE6,UKB_hyperthyroid,Inverse variance weighted,4,4,1,0
RNASE6,UKB_hyperthyroid,MR Egger,4,4,1,0
RNASE6,UKB_hyperthyroid,Weighted median,4,4,1,0
RNASE6,UKB_hyperthyroid,Weighted mode,4,4,1,0
RNASE6,FinnGen_GO,Inverse variance weighted,4,4,1,0
RNASE6,FinnGen_GO,MR Egger,4,4,1,0
RNASE6,FinnGen_GO,Weighted median,4,4,1,0
RNASE6,FinnGen_GO,Weighted mode,4,4,1,0
RNASEH1,BBJ_Graves,Wald ratio,1,1,0,0
RNASEH1,UKB_hyperthyroid,Wald ratio,1,1,0,0
RNASEH1,FinnGen_GO,Wald ratio,1,1,0,0
RNASET2,BBJ_Graves,Inverse variance weighted,7,4,0,3
RNASET2,BBJ_Graves,MR Egger,7,4,0,3
RNASET2,BBJ_Graves,Weighted median,7,4,0,3
RNASET2,BBJ_Graves,Weighted mode,7,4,0,3
RNASET2,UKB_hyperthyroid,Inverse variance weighted,7,4,0,3
RNASET2,UKB_hyperthyroid,MR Egger,7,4,0,3
RNASET2,UKB_hyperthyroid,Weighted median,7,4,0,3
RNASET2,UKB_hyperthyroid,Weighted mode,7,4,0,3
RNASET2,FinnGen_GO,Inverse variance weighted,7,6,0,1
RNASET2,FinnGen_GO,MR Egger,7,6,0,1
RNASET2,FinnGen_GO,Weighted median,7,6,0,1
RNASET2,FinnGen_GO,Weighted mode,7,6,0,1
