Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
LTB,4050,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
NIBAN1,116496,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
PROCR,10544,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
SLCO2A1,6578,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
SORBS1,10580,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
STK11,6794,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
TSKU,25987,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
VDAC2,7417,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.74,1
ARRB1,408,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
ATP8B1,5205,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
AVPR1A,552,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
BIK,638,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
CCL6,20305,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
CMBL,134147,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
COL6A2,1292,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
COL6A3,1293,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
CROT,54677,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
CTTN,2017,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
DCLK1,9201,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
EIF5A,1984,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
FGF7,2252,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
FOXA2,3170,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
HADHB,3032,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
LTBP1,4052,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
OGDH,4967,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
P4HA1,5033,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
PDLIM1,9124,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
SDC2,6383,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
SFRP2,6423,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
ST6GAL1,6480,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.73,1
COL4A2,1284,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
DCXR,51181,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
ECE1,1889,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
FGFR4,2264,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
FMO5,2330,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
GEM,2669,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
GLO1,2739,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
ID4,3400,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
KCNMA1,3778,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
KMT2A,4297,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
NCAM1,4684,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
NDRG2,57447,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
NFAT5,10725,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
NOCT,25819,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
REL,5966,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
SLC7A2,6542,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
SLCO1A4,28250,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
TALDO1,6888,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
TNFRSF21,27242,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
UGT1A3,54659,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.72,1
ABCD3,5825,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
ACADVL,37,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
ATP2B1,490,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
ECI1,1632,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
GPAT3,84803,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
LAMA5,3911,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
LCP1,3936,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
MFSD2A,84879,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
MSN,4478,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
MYH9,4627,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
NDUFS1,4719,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
NEFM,4741,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
NOTCH3,4854,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
NRIP1,8204,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
PPARGC1B,133522,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
PRKACB,5567,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
RETSAT,54884,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
RNASE4,6038,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
RPS27L,51065,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
SERPING1,710,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.71,1
AKT3,10000,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
ALDOB,229,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
AMPD3,272,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
APOC3,345,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
CBR3,874,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
COX2,4513,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
CPS1,1373,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
CYP4B1,1580,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
DEPP1,11067,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
FMO3,2328,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
GBE1,2632,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
LIFR,3977,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
LIPE,3991,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
MGST3,4259,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
MXD1,4084,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
PAPSS2,9060,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
PC,5091,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
PHLDA2,7262,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
PLA2G2A,5320,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
PMEPA1,56937,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
PTP4A1,7803,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
RND1,27289,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
SDHB,6390,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
SOCS1,8651,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.70,1
ACADL,33,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
BDH1,622,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
CCR7,1236,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
CFH,3075,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
CIDEA,1149,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
COL12A1,1303,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
DHRS3,9249,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
ESRRA,2101,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
OLR1,4973,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
TJP2,9414,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
USP2,9099,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.69,1
ACSL3,2181,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
ACSL5,51703,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
BCAT1,586,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
C1S,716,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
CIDEC,63924,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
ENO3,2027,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
ERO1A,30001,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
ETS2,2114,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
HAL,3034,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
LDHB,3945,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
NSDHL,50814,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
NTRK1,4914,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
PHLDA3,23612,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
PMP22,5376,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
PODXL,5420,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
PPP1R1B,84152,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
PRKCZ,5590,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
RCAN1,1827,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
SDF2L1,23753,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
SDHA,6389,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
SFRP1,6422,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
SORL1,6653,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
UGT2B1,71773,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.68,1
ADGRE1,2015,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
ALDH6A1,4329,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
BMF,90427,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
CKM,1158,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
DECR1,1666,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
F10,2159,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
GNAI2,2771,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
GUSB,2990,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
ITGAV,3685,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
LYN,4067,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
MAP3K1,4214,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
MEF2C,4208,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
NEDD4L,23327,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
PLTP,5360,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
SCP2,6342,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
SERPINF1,5176,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
TBX3,6926,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
TFAP2A,7020,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.67,1
AK4,205,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
COL6A1,1291,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
COX4I1,1327,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
DUSP10,11221,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
IDH3A,3419,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
IGFBP6,3489,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
IL1R2,7850,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
KLF2,10365,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
LAMP1,3916,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
LBP,3929,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
MAFG,4097,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
PNPLA2,57104,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
RBP1,5947,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
SLC25A20,788,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
SLC6A9,6536,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.66,1
ACO2,50,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
AXIN2,8313,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
GBP2,2634,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
GK,2710,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
GPER1,2852,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
INHBE,83729,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
MAP1B,4131,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
RND3,390,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
RORA,6095,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
SESN1,27244,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
SIK1,150094,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
SLC22A7,10864,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
SOX4,6659,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
SPHK1,8877,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
TPM4,7171,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.65,1
ACOT2,10965,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
EGLN3,112399,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
EPHA2,1969,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
F5,2153,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
FADS1,3992,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
GPD1,2819,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
ITGA2,3673,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
LIPG,9388,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
LITAF,9516,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
PROM1,8842,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
PRSS23,11098,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
RBP4,5950,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
RUNX1,861,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
SIRT3,23410,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
SLC12A2,6558,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
SLC29A1,2030,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
SPTAN1,6709,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
SULF2,55959,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
TNNI3,7137,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
TNNT2,7139,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
VCAN,1462,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
VNN1,8876,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.64,1
ABAT,18,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
AKAP12,9590,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
CD80,941,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
CD9,928,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
CFD,1675,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
CX3CL1,6376,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
DGAT1,8694,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
EMP1,2012,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
FBP1,2203,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
HSD17B7,51478,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
IGFBP4,3487,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
MLKL,197259,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
PYGL,5836,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
RAN,5901,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
SC5D,6309,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
SKP2,6502,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
SLC27A2,11001,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
SLC6A6,6533,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
STC1,6781,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.63,1
ACAT1,38,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
ALDH3A2,224,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
ATP5F1B,506,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
CDC42,998,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
COL18A1,80781,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
ESR2B,317733,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
FGF21,26291,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
HSPA2,3306,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
SLC16A3,9123,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
SLC1A5,6510,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
TPM3,7170,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
TUBB2A,7280,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.62,1
ACO1,48,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
ACOT1,641371,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
ADA,100,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
APOA4,337,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
BRAF,673,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
CLDN4,1364,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
FLNA,2316,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
GAS6,2621,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
KLF5,688,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
LIPC,3990,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
NEDD9,4739,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
NREP,9315,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
NRF1,4899,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
ORM1,5004,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
PECAM1,5175,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
PER1,5187,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
PLK3,1263,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
PPP1R3C,5507,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
PRDX3,10935,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
RORC,6097,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
UCP1,7350,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
UGT2B7,7364,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.61,1
ACACB,32,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
ATP5F1A,498,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
CFB,629,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
CTSS,1520,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
CYP2B2,361523,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
FGFR3,2261,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
HADH,3033,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
HADHA,3030,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
IL1RL1,9173,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
ITGA5,3678,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
LRP1,4035,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
MCM7,4176,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
MRC1,4360,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
NCF2,4688,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
NCOA1,8648,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
OSGIN1,29948,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
SELP,6403,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
TMPRSS2,7113,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.60,1
ALDH1A2,8854,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
BTG1,694,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
CPT1B,1375,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
FMO1,2326,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
FYN,2534,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
HSD17B4,3295,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
HSPE1,3336,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
IGF2R,3482,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
ITGB3,3690,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
SLC22A5,6584,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
SLCO1B1,10599,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
SLCO2B1,11309,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
TIPARP,25976,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.59,1
ACAA2,10449,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
AGER,177,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
CES2,8824,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
CS,1431,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
CYP24A1,1591,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
CYP8B1,1582,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
ECH1,1891,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
ERRFI1,54206,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
FABP3,2170,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
GCK,2645,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
GLRX,2745,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
HPGD,3248,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
HSD3B2,3284,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
NRP1,8829,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
NT5E,4907,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
OPA1,4976,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
P4HB,5034,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
PRKAA2,5563,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
PTPN1,5770,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
S100A6,6277,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
SOD3,6649,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
STAT5B,6777,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
STC2,8614,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.58,1
ANXA3,306,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.57,1
