Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
TRP53,22059,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.17,1
BECN1,8678,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.16,1
CCL5,6352,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.16,1
STAR,6770,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.16,1
HMGCR,3156,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.14,1
LEP,3952,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.14,1
NLRP3,114548,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.14,1
CDK2,1017,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.13,1
ATF3,467,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.12,1
GADD45A,1647,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.12,1
SPP1,6696,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.12,1
TIMP1,7076,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.11,1
CREB1,1385,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.10,1
IL18,3606,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.10,1
PPARGC1A,10891,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.10,1
GCLM,2730,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.09,1
MAP1LC3B,81631,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.09,1
BIRC5,332,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.08,1
FN1,2335,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.08,1
NR1I3,9970,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.08,1
VCAM1,7412,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.08,1
EGR1,1958,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.07,1
SREBF1,6720,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.07,1
ABCC2,1244,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.06,1
ESR2,2100,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.06,1
CYCS,54205,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.05,1
CCNB1,891,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.04,1
FASN,2194,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.04,1
NOS3,4846,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.04,1
SERPINE1,5054,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.04,1
VIM,7431,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.04,1
AGT,183,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.03,1
GSK3B,2932,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.03,1
TLR4,7099,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.03,1
APP,351,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.02,1
MTOR,2475,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.02,1
CTNNB1,1499,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.00,1
GSTP1,2950,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,3.00,1
CDH1,999,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.99,1
GCLC,2729,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.99,1
ACTA2,59,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.97,1
EGFR,1956,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.97,1
SQSTM1,8878,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.96,1
HSPA5,3309,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.95,1
CYP1B1,1545,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.94,1
BCL2L1,598,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.92,1
CYP2E1,1571,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.92,1
GSR,2936,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.92,1
ICAM1,3383,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.92,1
MMP2,4313,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.92,1
NR1I2,8856,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.92,1
MYC,4609,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.91,1
DDIT3,1649,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.85,1
AHR,196,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.83,1
NFKBIA,4792,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.81,1
MMP9,4318,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.80,1
SOD1,6647,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.80,1
CYP1A2,1544,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.79,1
FOS,2353,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.79,1
NQO1,1728,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.78,1
CCND1,595,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.76,1
CCL2,6347,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.73,1
CYP1A1,1543,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.65,1
TP53,7157,Graves Ophthalmopathy,MESH:D049970,,Rosiglitazone,2.60,1
